Export Sales Query System,,,,,,,,,,,,,
,All Rice,01/02/2020,,JAPAN,1580.00,168397.00,90715.00,0.00,0.00,259112.00,0,0,Metric Tons
,All Rice,01/02/2020,,JORDAN,2000.00,24316.00,21440.00,1300.00,1300.00,45756.00,0,0,Metric Tons
,All Rice,01/02/2020,,"KOREA, REPUBLIC OF",4100.00,13004.00,79600.00,17000.00,17000.00,92604.00,0,0,Metric Tons
,All Rice,01/02/2020,,KUWAIT,217.00,1065.00,0.00,217.00,217.00,1065.00,0,0,Metric Tons
,All Rice,01/02/2020,,LEBANON,0.00,66.00,56.00,56.00,56.00,122.00,0,0,Metric Tons
,All Rice,01/02/2020,,LEEWARD-WINDWARD ISLANDS,0.00,360.00,54.00,0.00,0.00,414.00,0,0,Metric Tons
,All Rice,01/02/2020,,LIBERIA,240.00,2255.00,0.00,7.00,7.00,2255.00,0,0,Metric Tons
,All Rice,01/02/2020,,LIBYA,0.00,0.00,241.00,0.00,0.00,241.00,0,0,Metric Tons
,All Rice,01/02/2020,,LITHUANIA,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/02/2020,,MALTA & GOZO,0.00,54.00,36.00,0.00,0.00,90.00,0,0,Metric Tons
,All Rice,01/02/2020,,MEXICO,47445.00,366498.00,206068.00,4009.00,4009.00,572566.00,0,0,Metric Tons
,All Rice,01/02/2020,,MOROCCO,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/02/2020,,NETHERLANDS,20.00,1246.00,140.00,20.00,20.00,1386.00,0,0,Metric Tons
,All Rice,01/02/2020,,NETHERLANDS ANTILLES,0.00,1135.00,0.00,0.00,0.00,1135.00,0,0,Metric Tons
,All Rice,01/02/2020,,NEW ZEALAND,97.00,1782.00,199.00,59.00,59.00,1981.00,0,0,Metric Tons
,All Rice,01/02/2020,,NICARAGUA,0.00,44739.00,81851.00,0.00,0.00,126590.00,0,0,Metric Tons
,All Rice,01/02/2020,,NORTHERN MARIANA ISLANDS,60.00,593.00,81.00,21.00,21.00,674.00,0,0,Metric Tons
,All Rice,01/02/2020,,NORWAY,0.00,135.00,0.00,0.00,0.00,135.00,0,0,Metric Tons
,All Rice,01/02/2020,,OMAN,0.00,20.00,0.00,0.00,0.00,20.00,0,0,Metric Tons
,All Rice,01/02/2020,,"OTHER PACIFIC ISLANDS, NEC",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/02/2020,,PALAU,0.00,171.00,0.00,0.00,0.00,171.00,0,0,Metric Tons
,All Rice,01/02/2020,,PANAMA,0.00,86.00,6347.00,0.00,0.00,6433.00,0,0,Metric Tons
,All Rice,01/02/2020,,PERU,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/02/2020,,POLAND,0.00,260.00,0.00,0.00,0.00,260.00,0,0,Metric Tons
,All Rice,01/02/2020,,PORTUGAL,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/02/2020,,QATAR,99.00,475.00,0.00,99.00,99.00,475.00,0,0,Metric Tons
,All Rice,01/02/2020,,RUSSIAN FEDERATION,0.00,300.00,100.00,0.00,0.00,400.00,0,0,Metric Tons
,All Rice,01/02/2020,,SAUDI ARABIA,10065.00,55071.00,14819.00,9489.00,9489.00,69890.00,0,0,Metric Tons
,All Rice,01/02/2020,,SINGAPORE,0.00,1175.00,193.00,0.00,0.00,1368.00,0,0,Metric Tons
,All Rice,01/02/2020,,"SOUTH AFRICA, REPUBLIC OF",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/02/2020,,SPAIN,0.00,239.00,0.00,0.00,0.00,239.00,0,0,Metric Tons
,All Rice,01/02/2020,,SWEDEN,39.00,235.00,0.00,39.00,39.00,235.00,0,0,Metric Tons
,All Rice,01/02/2020,,SWITZERLAND,215.00,1318.00,179.00,39.00,39.00,1497.00,0,0,Metric Tons
,All Rice,01/02/2020,,TAIWAN,880.00,2180.00,13920.00,0.00,0.00,16100.00,0,0,Metric Tons
,All Rice,01/02/2020,,TRINIDAD AND TOBAGO,2.00,41.00,0.00,2.00,2.00,41.00,0,0,Metric Tons
,All Rice,01/02/2020,,TURKEY,100.00,1460.00,0.00,0.00,0.00,1460.00,0,0,Metric Tons
,All Rice,01/02/2020,,TURKS AND CAICOS ISLANDS,0.00,27.00,0.00,0.00,0.00,27.00,0,0,Metric Tons
,All Rice,01/02/2020,,UKRAINE,38.00,250.00,0.00,0.00,0.00,250.00,0,0,Metric Tons
,All Rice,01/02/2020,,UNITED ARAB EMIRATES,100.00,2330.00,519.00,119.00,119.00,2849.00,0,0,Metric Tons
,All Rice,01/02/2020,,UNITED KINGDOM,283.00,1342.00,10500.00,283.00,283.00,11842.00,0,0,Metric Tons
,All Rice,01/02/2020,,URUGUAY,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/02/2020,,VENEZUELA,0.00,44628.00,10000.00,0.00,0.00,54628.00,0,0,Metric Tons
,All Rice,01/02/2020,,VIRGIN ISLANDS OF THE U.S.,0.00,45.00,0.00,0.00,0.00,45.00,0,0,Metric Tons
,All Rice,01/02/2020,,WESTERN SAMOA,0.00,78.00,21.00,21.00,21.00,99.00,0,0,Metric Tons
,All Rice,01/02/2020,,YEMEN,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/02/2020,,EUROPEAN UNION - 27,342.00,5824.00,10776.00,342.00,342.00,16600.00,0,0,Metric Tons
,All Rice,01/02/2020,,KNOWN,110962.00,1469207.00,704129.00,35516.00,35412.00,2173336.00,0,0,Metric Tons
,All Rice,01/02/2020,,UNKNOWN,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/02/2020,,GRAND TOTAL,110962.00,1469207.00,704129.00,35516.00,35412.00,2173336.00,0,0,Metric Tons
,All Rice,01/09/2020,,AMERICAN SAMOA,19.00,394.00,40.00,0.00,0.00,434.00,0,0,Metric Tons
,All Rice,01/09/2020,,ARGENTINA,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,AUSTRALIA,39.00,1304.00,0.00,0.00,0.00,1304.00,0,0,Metric Tons
,All Rice,01/09/2020,,AUSTRIA,0.00,838.00,0.00,0.00,0.00,838.00,0,0,Metric Tons
,All Rice,01/09/2020,,"BAHAMAS, THE",90.00,2436.00,36.00,90.00,90.00,2472.00,0,0,Metric Tons
,All Rice,01/09/2020,,BAHRAIN,0.00,60.00,0.00,0.00,0.00,60.00,0,0,Metric Tons
,All Rice,01/09/2020,,BARBADOS,0.00,15.00,0.00,0.00,0.00,15.00,0,0,Metric Tons
,All Rice,01/09/2020,,BELGIUM-LUXEMBOURG,0.00,39.00,0.00,0.00,0.00,39.00,0,0,Metric Tons
,All Rice,01/09/2020,,BELIZE,0.00,0.00,220.00,0.00,0.00,220.00,0,0,Metric Tons
,All Rice,01/09/2020,,BERMUDA,0.00,40.00,0.00,0.00,0.00,40.00,0,0,Metric Tons
,All Rice,01/09/2020,,"BYELARUS, REPUBLIC OF",0.00,40.00,0.00,0.00,0.00,40.00,0,0,Metric Tons
,All Rice,01/09/2020,,CANADA,3081.00,63384.00,13970.00,5316.00,5302.00,77354.00,0,0,Metric Tons
,All Rice,01/09/2020,,CAYMAN ISLANDS,0.00,6.00,0.00,0.00,0.00,6.00,0,0,Metric Tons
,All Rice,01/09/2020,,CHILE,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,COLOMBIA,0.00,25847.00,256.00,0.00,0.00,26103.00,0,0,Metric Tons
,All Rice,01/09/2020,,COSTA RICA,0.00,37269.00,75.00,0.00,0.00,37344.00,0,0,Metric Tons
,All Rice,01/09/2020,,CZECH REPUBLIC,40.00,40.00,40.00,0.00,0.00,80.00,0,0,Metric Tons
,All Rice,01/09/2020,,DENMARK,0.00,39.00,0.00,0.00,0.00,39.00,0,0,Metric Tons
,All Rice,01/09/2020,,DJIBOUTI AFARS-ISSAS,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,DOMINICAN REPUBLIC,0.00,2006.00,30148.00,19.00,19.00,32154.00,0,0,Metric Tons
,All Rice,01/09/2020,,EL SALVADOR,0.00,35290.00,22149.00,0.00,0.00,57439.00,0,0,Metric Tons
,All Rice,01/09/2020,,FEDERATED STATES OF MICRONESIA,0.00,173.00,0.00,0.00,0.00,173.00,0,0,Metric Tons
,All Rice,01/09/2020,,FRANCE,0.00,515.00,0.00,0.00,0.00,515.00,0,0,Metric Tons
,All Rice,01/09/2020,,GERMANY,20.00,1037.00,0.00,0.00,0.00,1037.00,0,0,Metric Tons
,All Rice,01/09/2020,,GHANA,0.00,2310.00,0.00,0.00,0.00,2310.00,0,0,Metric Tons
,All Rice,01/09/2020,,GREECE,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,GUAM,20.00,1880.00,136.00,57.00,57.00,2016.00,0,0,Metric Tons
,All Rice,01/09/2020,,GUATEMALA,0.00,54915.00,9350.00,0.00,0.00,64265.00,0,0,Metric Tons
,All Rice,01/09/2020,,GUINEA,0.00,612.00,0.00,0.00,0.00,612.00,0,0,Metric Tons
,All Rice,01/09/2020,,HAITI,0.00,223377.00,91051.00,0.00,0.00,314428.00,0,0,Metric Tons
,All Rice,01/09/2020,,HONDURAS,0.00,117971.00,0.00,0.00,0.00,117971.00,0,0,Metric Tons
,All Rice,01/09/2020,,HONG KONG,39.00,3217.00,1060.00,119.00,119.00,4277.00,0,0,Metric Tons
,All Rice,01/09/2020,,INDIA,0.00,39.00,0.00,0.00,0.00,39.00,0,0,Metric Tons
,All Rice,01/09/2020,,IRAQ,0.00,154491.00,0.00,0.00,0.00,154491.00,0,0,Metric Tons
,All Rice,01/09/2020,,IRELAND,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,ISRAEL,821.00,6231.00,396.00,459.00,459.00,6627.00,0,0,Metric Tons
,All Rice,01/09/2020,,ITALY,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,JAMAICA,0.00,185.00,0.00,0.00,0.00,185.00,0,0,Metric Tons
,All Rice,01/09/2020,,JAPAN,1060.00,169457.00,89655.00,0.00,0.00,259112.00,0,0,Metric Tons
,All Rice,01/09/2020,,JORDAN,1660.00,25976.00,19900.00,120.00,120.00,45876.00,0,0,Metric Tons
,All Rice,01/09/2020,,"KOREA, REPUBLIC OF",500.00,13504.00,79120.00,20.00,20.00,92624.00,0,0,Metric Tons
,All Rice,01/09/2020,,KUWAIT,0.00,1065.00,0.00,0.00,0.00,1065.00,0,0,Metric Tons
,All Rice,01/09/2020,,LEBANON,18.00,84.00,38.00,0.00,0.00,122.00,0,0,Metric Tons
,All Rice,01/09/2020,,LEEWARD-WINDWARD ISLANDS,18.00,378.00,128.00,92.00,92.00,506.00,0,0,Metric Tons
,All Rice,01/09/2020,,LIBERIA,0.00,2255.00,0.00,0.00,0.00,2255.00,0,0,Metric Tons
,All Rice,01/09/2020,,LIBYA,0.00,0.00,241.00,0.00,0.00,241.00,0,0,Metric Tons
,All Rice,01/09/2020,,LITHUANIA,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,MALTA & GOZO,0.00,54.00,36.00,0.00,0.00,90.00,0,0,Metric Tons
,All Rice,01/09/2020,,MEXICO,4372.00,370870.00,223232.00,21539.00,21536.00,594102.00,0,0,Metric Tons
,All Rice,01/09/2020,,NETHERLANDS,0.00,1246.00,140.00,0.00,0.00,1386.00,0,0,Metric Tons
,All Rice,01/09/2020,,NETHERLANDS ANTILLES,0.00,1135.00,19.00,19.00,19.00,1154.00,0,0,Metric Tons
,All Rice,01/09/2020,,NEW ZEALAND,39.00,1821.00,179.00,19.00,19.00,2000.00,0,0,Metric Tons
,All Rice,01/09/2020,,NICARAGUA,0.00,44739.00,81851.00,0.00,0.00,126590.00,0,0,Metric Tons
,All Rice,01/09/2020,,NORTHERN MARIANA ISLANDS,0.00,593.00,81.00,0.00,0.00,674.00,0,0,Metric Tons
,All Rice,01/09/2020,,NORWAY,0.00,135.00,0.00,0.00,0.00,135.00,0,0,Metric Tons
,All Rice,01/09/2020,,OMAN,0.00,20.00,0.00,0.00,0.00,20.00,0,0,Metric Tons
,All Rice,01/09/2020,,"OTHER PACIFIC ISLANDS, NEC",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,PALAU,0.00,171.00,19.00,19.00,19.00,190.00,0,0,Metric Tons
,All Rice,01/09/2020,,PANAMA,16.00,102.00,6347.00,16.00,16.00,6449.00,0,0,Metric Tons
,All Rice,01/09/2020,,PAPUA NEW GUINEA,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,PERU,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,POLAND,0.00,260.00,0.00,0.00,0.00,260.00,0,0,Metric Tons
,All Rice,01/09/2020,,PORTUGAL,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,QATAR,80.00,555.00,0.00,80.00,80.00,555.00,0,0,Metric Tons
,All Rice,01/09/2020,,RUSSIAN FEDERATION,100.00,400.00,0.00,0.00,0.00,400.00,0,0,Metric Tons
,All Rice,01/09/2020,,SAUDI ARABIA,1278.00,56349.00,14670.00,1129.00,1129.00,71019.00,0,0,Metric Tons
,All Rice,01/09/2020,,SINGAPORE,96.00,1271.00,136.00,39.00,39.00,1407.00,0,0,Metric Tons
,All Rice,01/09/2020,,"SOUTH AFRICA, REPUBLIC OF",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,SPAIN,0.00,239.00,0.00,0.00,0.00,239.00,0,0,Metric Tons
,All Rice,01/09/2020,,SWEDEN,0.00,235.00,0.00,0.00,0.00,235.00,0,0,Metric Tons
,All Rice,01/09/2020,,SWITZERLAND,0.00,1318.00,179.00,0.00,0.00,1497.00,0,0,Metric Tons
,All Rice,01/09/2020,,TAIWAN,120.00,2300.00,13800.00,0.00,0.00,16100.00,0,0,Metric Tons
,All Rice,01/09/2020,,TRINIDAD AND TOBAGO,0.00,41.00,0.00,0.00,0.00,41.00,0,0,Metric Tons
,All Rice,01/09/2020,,TURKEY,0.00,1460.00,0.00,0.00,0.00,1460.00,0,0,Metric Tons
,All Rice,01/09/2020,,TURKS AND CAICOS ISLANDS,0.00,27.00,0.00,0.00,0.00,27.00,0,0,Metric Tons
,All Rice,01/09/2020,,UKRAINE,0.00,250.00,0.00,0.00,0.00,250.00,0,0,Metric Tons
,All Rice,01/09/2020,,UNITED ARAB EMIRATES,0.00,2330.00,519.00,0.00,0.00,2849.00,0,0,Metric Tons
,All Rice,01/09/2020,,UNITED KINGDOM,20.00,1362.00,10500.00,20.00,20.00,11862.00,0,0,Metric Tons
,All Rice,01/09/2020,,URUGUAY,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,VENEZUELA,0.00,44628.00,10000.00,0.00,0.00,54628.00,0,0,Metric Tons
,All Rice,01/09/2020,,VIRGIN ISLANDS OF THE U.S.,0.00,45.00,0.00,0.00,0.00,45.00,0,0,Metric Tons
,All Rice,01/09/2020,,WESTERN SAMOA,21.00,99.00,0.00,0.00,0.00,99.00,0,0,Metric Tons
,All Rice,01/09/2020,,YEMEN,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,EUROPEAN UNION - 27,80.00,5904.00,10716.00,20.00,20.00,16620.00,0,0,Metric Tons
,All Rice,01/09/2020,,KNOWN,13567.00,1482774.00,719717.00,29172.00,29155.00,2202491.00,0,0,Metric Tons
,All Rice,01/09/2020,,UNKNOWN,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/09/2020,,GRAND TOTAL,13567.00,1482774.00,719717.00,29172.00,29155.00,2202491.00,0,0,Metric Tons
,All Rice,01/16/2020,,AMERICAN SAMOA,0.00,394.00,78.00,38.00,38.00,472.00,0,0,Metric Tons
,All Rice,01/16/2020,,ARGENTINA,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/16/2020,,AUSTRALIA,20.00,1324.00,19.00,39.00,39.00,1343.00,0,0,Metric Tons
,All Rice,01/16/2020,,AUSTRIA,0.00,838.00,0.00,0.00,0.00,838.00,0,0,Metric Tons
,All Rice,01/16/2020,,"BAHAMAS, THE",131.00,2567.00,54.00,149.00,149.00,2621.00,0,0,Metric Tons
,All Rice,01/16/2020,,BAHRAIN,0.00,60.00,0.00,0.00,0.00,60.00,0,0,Metric Tons
,All Rice,01/16/2020,,BARBADOS,0.00,15.00,0.00,0.00,0.00,15.00,0,0,Metric Tons
,All Rice,01/16/2020,,BELGIUM-LUXEMBOURG,0.00,39.00,0.00,0.00,0.00,39.00,0,0,Metric Tons
,All Rice,01/16/2020,,BELIZE,0.00,0.00,220.00,0.00,0.00,220.00,0,0,Metric Tons
,All Rice,01/16/2020,,BERMUDA,0.00,40.00,0.00,0.00,0.00,40.00,0,0,Metric Tons
,All Rice,01/16/2020,,"BYELARUS, REPUBLIC OF",0.00,40.00,0.00,0.00,0.00,40.00,0,0,Metric Tons
,All Rice,01/16/2020,,CANADA,3493.00,66877.00,13774.00,3297.00,3297.00,80651.00,0,0,Metric Tons
,All Rice,01/16/2020,,CAYMAN ISLANDS,0.00,6.00,0.00,0.00,0.00,6.00,0,0,Metric Tons
,All Rice,01/16/2020,,CHILE,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/16/2020,,COLOMBIA,0.00,25847.00,256.00,0.00,0.00,26103.00,0,0,Metric Tons
,All Rice,01/16/2020,,COSTA RICA,0.00,37269.00,75.00,0.00,0.00,37344.00,0,0,Metric Tons
,All Rice,01/16/2020,,CZECH REPUBLIC,0.00,40.00,40.00,0.00,0.00,80.00,0,0,Metric Tons
,All Rice,01/16/2020,,DENMARK,0.00,39.00,0.00,0.00,0.00,39.00,0,0,Metric Tons
,All Rice,01/16/2020,,DJIBOUTI AFARS-ISSAS,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/16/2020,,DOMINICAN REPUBLIC,15001.00,17007.00,15148.00,1.00,1.00,32155.00,0,0,Metric Tons
,All Rice,01/16/2020,,EL SALVADOR,0.00,35290.00,24749.00,2600.00,2600.00,60039.00,0,0,Metric Tons
,All Rice,01/16/2020,,FEDERATED STATES OF MICRONESIA,0.00,173.00,20.00,20.00,20.00,193.00,0,0,Metric Tons
,All Rice,01/16/2020,,FRANCE,0.00,515.00,0.00,0.00,0.00,515.00,0,0,Metric Tons
,All Rice,01/16/2020,,FRENCH PACIFIC ISLANDS,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/16/2020,,GERMANY,0.00,1037.00,40.00,40.00,40.00,1077.00,0,0,Metric Tons
,All Rice,01/16/2020,,GHANA,0.00,2310.00,0.00,0.00,0.00,2310.00,0,0,Metric Tons
,All Rice,01/16/2020,,GUAM,97.00,1977.00,118.00,79.00,79.00,2095.00,0,0,Metric Tons
,All Rice,01/16/2020,,GUATEMALA,0.00,54915.00,9350.00,0.00,0.00,64265.00,0,0,Metric Tons
,All Rice,01/16/2020,,GUINEA,0.00,612.00,0.00,0.00,0.00,612.00,0,0,Metric Tons
,All Rice,01/16/2020,,HAITI,12574.00,235951.00,90951.00,15200.00,12474.00,326902.00,0,0,Metric Tons
,All Rice,01/16/2020,,HONDURAS,0.00,117971.00,0.00,0.00,0.00,117971.00,0,0,Metric Tons
,All Rice,01/16/2020,,HONG KONG,180.00,3397.00,880.00,0.00,0.00,4277.00,0,0,Metric Tons
,All Rice,01/16/2020,,INDIA,0.00,39.00,0.00,0.00,0.00,39.00,0,0,Metric Tons
,All Rice,01/16/2020,,IRAQ,0.00,154491.00,0.00,0.00,0.00,154491.00,0,0,Metric Tons
,All Rice,01/16/2020,,IRELAND,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/16/2020,,ISRAEL,540.00,6771.00,576.00,720.00,720.00,7347.00,0,0,Metric Tons
,All Rice,01/16/2020,,ITALY,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/16/2020,,JAMAICA,0.00,185.00,0.00,0.00,0.00,185.00,0,0,Metric Tons
,All Rice,01/16/2020,,JAPAN,26701.00,196158.00,63152.00,198.00,198.00,259310.00,0,0,Metric Tons
,All Rice,01/16/2020,,JORDAN,2100.00,28076.00,17800.00,0.00,0.00,45876.00,0,0,Metric Tons
,All Rice,01/16/2020,,"KOREA, REPUBLIC OF",5906.00,19410.00,103978.00,30764.00,30764.00,123388.00,0,0,Metric Tons
,All Rice,01/16/2020,,KUWAIT,0.00,1065.00,0.00,0.00,0.00,1065.00,0,0,Metric Tons
,All Rice,01/16/2020,,LEBANON,0.00,84.00,38.00,0.00,0.00,122.00,0,0,Metric Tons
,All Rice,01/16/2020,,LEEWARD-WINDWARD ISLANDS,36.00,414.00,92.00,0.00,0.00,506.00,0,0,Metric Tons
,All Rice,01/16/2020,,LIBERIA,0.00,2255.00,290.00,290.00,290.00,2545.00,0,0,Metric Tons
,All Rice,01/16/2020,,LIBYA,0.00,0.00,241.00,0.00,0.00,241.00,0,0,Metric Tons
,All Rice,01/16/2020,,LITHUANIA,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/16/2020,,MALTA & GOZO,0.00,54.00,36.00,0.00,0.00,90.00,0,0,Metric Tons
,All Rice,01/16/2020,,MEXICO,3955.00,374825.00,245627.00,26350.00,26350.00,620452.00,0,0,Metric Tons
,All Rice,01/16/2020,,MONGOLIA,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Metric Tons
,All Rice,01/16/2020,,NETHERLANDS,0.00,1246.00,200.00,60.00,60.00,1446.00,0,0,Metric Tons
,All Rice,01/16/2020,,NETHERLANDS ANTILLES,19.00,1154.00,0.00,0.00,0.00,1154.00,0,0,Metric Tons
,All Rice,01/16/2020,,NEW ZEALAND,59.00,1880.00,199.00,79.00,79.00,2079.00,0,0,Metric Tons
,All Rice,01/16/2020,,NICARAGUA,0.00,44739.00,81851.00,0.00,0.00,126590.00,0,0,Metric Tons
